COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
69382,Lyon 2e Arrondissement,71.85454545454546,NA,19012.727272727272,30150.909090909092,46665.454545454544,0.9145454545454546,10087.272727272728,16538.18181818182,21192.727272727272,25702.727272727272,35618.181818181816,42190,52233.63636363636,71077.27272727272,7.154545454545454,10.463636363636363,0.421,70.87272727272727,60.86363636363636,2.7636363636363637,7.245454545454545,17.572727272727274,11.554545454545455,0
69383,Lyon 3e Arrondissement,69.58275862068966,NA,16450,26799.655172413793,39420,0.8696551724137931,8275.172413793103,14111.034482758621,18639.310344827587,22748.620689655174,31161.379310344826,36313.793103448275,43323.793103448275,56050.68965517241,7.455172413793103,9.472413793103449,0.3768620689655172,76.05172413793103,67.98275862068965,2.8586206896551722,5.210344827586207,18.444827586206898,5.503448275862069,0
69384,Lyon 4e Arrondissement,NA,NA,17834.285714285714,27335.714285714286,40399.28571428572,0.8328571428571429,9962.857142857143,15656.42857142857,19924.285714285714,23730,31665.714285714286,36965.71428571428,44612.857142857145,58911.42857142857,6.25,8.7,0.37957142857142856,70.70714285714286,61.864285714285714,3.3714285714285714,5.4714285714285715,21.9,7.392857142857142,0
69385,Lyon 5e Arrondissement,NA,NA,16017.777777777777,25307.222222222223,37511.666666666664,0.8544444444444445,8511.111111111111,14003.333333333334,17855,21646.666666666668,29243.333333333332,34229.444444444445,40996.11111111111,53316.666666666664,6.738888888888889,9.066666666666666,0.3766111111111111,68.86111111111111,60.88333333333333,2.9722222222222223,5.0055555555555555,25.57777777777778,5.561111111111111,0
69386,Lyon 6e Arrondissement,75.4421052631579,NA,21225.78947368421,33842.63157894737,51168.94736842105,0.8905263157894737,11995.78947368421,18526.842105263157,23523.157894736843,28671.052631578947,39422.10526315789,46463.68421052631,56969.47368421053,77499.47368421052,6.836842105263158,9.715789473684211,0.4099473684210526,69.91578947368421,60.76315789473684,2.2578947368421054,6.894736842105263,19.289473684210527,10.794736842105262,0
69387,Lyon 7e Arrondissement,NA,NA,14489.130434782608,23641.304347826088,33800.434782608696,0.8239130434782609,7006.95652173913,12273.04347826087,16565.217391304348,20143.043478260868,27303.043478260868,31410,36690.86956521739,45780,6.939130434782609,8.52608695652174,0.353,80.3913043478261,72.4304347826087,3.6869565217391305,4.273913043478261,16.252173913043478,3.356521739130435,0
69388,Lyon 8e Arrondissement,NA,NA,11855.185185185184,19500,28642.59259259259,0.9051851851851852,5390.740740740741,9985.185185185184,13542.592592592593,16581.85185185185,22795.925925925927,26485.185185185186,31148.14814814815,39342.96296296296,13.977777777777778,11.170370370370371,0.36974074074074076,73.62222222222222,66.57037037037037,3.9814814814814814,3.0703703703703704,23.68888888888889,2.688888888888889,0
69389,Lyon 9e Arrondissement,NA,NA,11456.666666666666,19264.444444444445,28880,0.9388888888888889,5437.222222222223,9689.444444444445,13019.444444444445,16176.666666666666,22728.88888888889,26577.777777777777,31663.88888888889,39665,10.605555555555556,11.316666666666666,0.3765,76.36111111111111,68.58333333333333,4.227777777777778,3.55,20.683333333333334,2.9555555555555557,0.05555555555555555
70285,Héricourt,NA,NA,12950,19030,26057.5,0.7025,7150,11460,14285,16825,21355,24202.5,28210,34400,5.225,6.55,0.31475,65.35,58.525,3.6750000000000003,3.15,32.050000000000004,2.6,0
70550,Vesoul,NA,NA,9827.142857142857,16817.14285714286,24722.85714285714,0.9257142857142857,3707.1428571428573,8218.57142857143,11477.142857142857,14145.714285714286,19597.14285714286,22834.285714285714,27022.85714285714,34818.57142857143,NA,16.67142857142857,0.3931428571428571,59.785714285714285,52.628571428571426,3.642857142857143,3.5142857142857142,36.9,3.3142857142857145,0
71014,Autun,NA,NA,11456.25,17978.75,25196.25,0.7925,5071.25,9500,12915,15653.75,20525,23437.5,27633.75,35087.5,14.3375,14.0125,0.3745,55.325,NA,NA,NA,39.85,4.825,0
71076,Chalon-sur-Saône,NA,NA,10865,17448.88888888889,24920,0.8561111111111112,5078.333333333333,9147.777777777777,12427.222222222223,14923.333333333334,20095,23132.777777777777,27152.777777777777,34470.555555555555,NA,19.016666666666666,0.37655555555555553,60.544444444444444,NA,NA,NA,35.59444444444444,3.861111111111111,0
71153,Le Creusot,48.663636363636364,NA,12458.181818181818,18756.363636363636,25604.545454545456,0.7209090909090909,6609.090909090909,10721.818181818182,13913.636363636364,16512.727272727272,21046.363636363636,23973.636363636364,27671.81818181818,34464.545454545456,9.772727272727273,8.709090909090909,0.3347272727272727,57.054545454545455,NA,NA,NA,40.30909090909091,2.6363636363636362,0
71270,Mâcon,46.593333333333334,36.7,10842.666666666666,16939.333333333332,24615.333333333332,0.866,5444.666666666667,9314,12138,14536,19637.333333333332,22700,26905.333333333332,34462.666666666664,NA,10.34,0.36533333333333334,63.54,NA,NA,NA,33.21333333333333,3.2466666666666666,0
71306,Montceau-les-Mines,NA,NA,10848.888888888889,16882.222222222223,23196.666666666668,0.7611111111111111,4807.777777777777,9235.555555555555,12237.777777777777,14537.777777777777,19074.444444444445,21746.666666666668,25092.222222222223,31265.555555555555,NA,16.58888888888889,0.35033333333333333,54.01111111111111,NA,NA,NA,43.611111111111114,2.3777777777777778,0
72003,Allonnes,NA,NA,8716,14296,20494,0.9420000000000001,3886,7178,10004,12144,16460,19016,22222,26750,NA,31.919999999999998,0.3578,60.6,NA,NA,NA,38.14,1.26,0
72154,La Flèche,NA,NA,13721.42857142857,19777.14285714286,26622.85714285714,0.6542857142857142,7758.571428571428,12104.285714285714,15088.57142857143,17608.571428571428,22128.571428571428,24810,28618.571428571428,36168.57142857143,4.871428571428572,6.628571428571429,0.32457142857142857,58,51.55714285714286,2.6285714285714286,3.814285714285714,37.714285714285715,4.285714285714286,0
72181,Le Mans,NA,NA,12084.285714285714,19451.26984126984,27699.20634920635,0.9130158730158731,5825.555555555556,10250.79365079365,13745.873015873016,16677.460317460318,22383.174603174604,25708.73015873016,30170.634920634922,37986.666666666664,NA,NA,0.37157142857142855,63.284126984126985,NA,NA,NA,33.10793650793651,3.607936507936508,0
72264,Sablé-sur-Sarthe,NA,NA,11206,17660,24056,0.742,5504,9658,12680,15130,19982,22576,26014,31900,6.86,8.6,0.3468,58.6,52.38,3.6,2.62,36.04,5.36,0
73008,Aix-les-Bains,NA,NA,15341.818181818182,22651.81818181818,32098.18181818182,0.7427272727272727,9520.90909090909,13619.09090909091,16987.272727272728,19781.81818181818,25847.272727272728,29743.636363636364,34886.36363636364,43826.36363636364,4.818181818181818,6.381818181818182,0.3341818181818182,60.981818181818184,54.163636363636364,3.0272727272727273,3.790909090909091,33.04545454545455,5.972727272727273,0
73011,Albertville,52.833333333333336,28.433333333333334,12170,18550,25966.666666666668,0.7583333333333333,6841.666666666667,10573.333333333334,13593.333333333334,16115,21103.333333333332,24133.333333333332,28255,34840,5.433333333333334,7.016666666666667,0.334,63.95,56.13333333333333,3.5166666666666666,4.3,31.633333333333333,4.416666666666667,0
73065,Chambéry,NA,NA,12621.818181818182,19878.18181818182,28523.636363636364,0.8231818181818182,6590.909090909091,10939.09090909091,14218.181818181818,17152.727272727272,22894.545454545456,26403.636363636364,31020,38818.181818181816,7.527272727272727,8.74090909090909,0.35713636363636364,67.01818181818182,59.24545454545455,3.7636363636363637,4.009090909090909,28.527272727272727,4.454545454545454,0
73179,La Motte-Servolex,NA,NA,18390,25082.5,33482.5,0.6025,12412.5,16647.5,20067.5,22497.5,27825,31230,35992.5,44135,3.5999999999999996,4.725,0.2905,64.475,58.65,2.325,3.5,29.4,6.125,0
74010,Annecy,64.8409090909091,NA,17257.5,25632.045454545456,37131.59090909091,0.769090909090909,10740.681818181818,15381.818181818182,18937.045454545456,22230.68181818182,29317.727272727272,33970.681818181816,40985.454545454544,53746.818181818184,5.15,6.781818181818182,0.3472954545454545,70.3409090909091,63.54772727272727,2.9909090909090907,3.8022727272727272,24.60909090909091,5.05,0.022727272727272728
74012,Annemasse,41.56,33.43,10584,20069,32920,1.11,4462,8786,12495,16186,24389,29654,37367,50123,11.8,13.56,0.4203,76.71000000000001,69.58,4.82,2.31,20.79,2.5,0
74042,Bonneville,NA,NA,16018,23130,32484,0.716,10158,14530,17470,20132,26148,30080,34982,44524,4.52,5.7,0.3162,78.44,NA,NA,NA,18.8,2.7600000000000002,0
74081,Cluses,NA,NA,14131.666666666666,20783.333333333332,28140,0.6799999999999999,8496.666666666666,12576.666666666666,15646.666666666666,18321.666666666668,23100,26285,30528.333333333332,37988.333333333336,4.616666666666667,5.9,0.31566666666666665,69.78333333333333,63.16666666666667,4.283333333333333,2.3333333333333335,26.46666666666667,3.75,0
74133,Gaillard,NA,NA,11587.5,23610,41292.5,1.3175000000000001,3265,9240,13817.5,18547.5,29377.5,36637.5,47315,63480,25,23.125,0.473,77.6,71.35,4.375,1.875,19.075,3.325,0
74208,Passy,NA,NA,17435,24045,31840,0.5975,11410,15975,18980,21540,26905,29877.5,34235,42120,3.7,4.7,0.289,70.3,62.375,2.575,5.3500000000000005,25.1,4.6,0
74224,La Roche-sur-Foron,NA,NA,17646.666666666668,26726.666666666668,39923.333333333336,0.8566666666666667,10656.666666666666,15393.333333333334,19446.666666666668,22910,30893.333333333332,36600,44203.333333333336,55570,5.666666666666667,7,0.3516666666666667,80.83333333333333,74.26666666666667,2.933333333333333,3.6333333333333333,15.866666666666667,3.3,0
74225,Rumilly,61.05,18.425,15250,21595,28495,0.6175,9830,13877.5,16555,19100,23930,26922.5,30387.5,36800,3.8249999999999997,4.9,0.291,71.675,66,2.95,2.725,24.425,3.9,0
74243,Saint-Julien-en-Genevois,NA,NA,16527.5,32157.5,55170,1.23,6540,13282.5,19435,25117.5,39940,50280,61747.5,81867.5,14.625,16.55,0.43775,82.65,77.3,3.2,2.15,14.525,2.825,0
74256,Sallanches,NA,NA,17250,23763.333333333332,32093.333333333332,0.635,11715,15751.666666666666,18608.333333333332,21218.333333333332,26381.666666666668,29981.666666666668,34605,44328.333333333336,4,5.233333333333333,0.312,69.16666666666667,61.016666666666666,2.5833333333333335,5.566666666666666,23.85,6.983333333333333,0
74281,Thonon-les-Bains,59.89,21.36,14784,22980,34210,0.851,8238,13042,16406,19658,26596,31223,38386,50723,6.32,8,0.3697,70.49,64.06,3.53,2.9,24.599999999999998,4.91,0
75101,Paris 1er Arrondissement,77.02857142857142,NA,21774.285714285714,39285.71428571428,68035.71428571429,1.1728571428571428,10635.714285714286,18102.85714285714,24958.571428571428,31782.85714285714,47754.28571428572,59485.71428571428,79285.71428571429,116270,10.971428571428572,18.485714285714288,0.5262857142857142,68.72857142857143,59.25714285714286,2.142857142857143,7.328571428571429,11.657142857142857,19.614285714285714,0
75102,Paris 2e Arrondissement,75.95,NA,18904,35519,59716,1.1520000000000001,8709,15661,22306,28692,42968,53200,68535,99098,11.56,17.37,0.4943,79.85,68.78,2.86,8.209999999999999,8.57,11.58,0
75103,Paris 3e Arrondissement,NA,NA,20010.58823529412,36952.94117647059,61946.470588235294,1.1323529411764706,9165.882352941177,16463.529411764706,23431.764705882353,30160.58823529412,45042.94117647059,55161.76470588235,71475.88235294117,106429.41176470589,11.71764705882353,17.229411764705883,0.4944117647058824,75.94705882352942,63.794117647058826,2.676470588235294,9.476470588235294,11.541176470588235,12.511764705882353,0
75104,Paris 4e Arrondissement,76.175,NA,19654.166666666668,35550.833333333336,60222.5,1.1416666666666666,8848.333333333334,16459.166666666668,22844.166666666668,28891.666666666668,43465.833333333336,53407.5,69043.33333333333,99445.83333333333,11.491666666666667,18.675,0.5143333333333333,69.15833333333333,58.025,2.316666666666667,8.816666666666666,14.775,16.066666666666666,0
75105,Paris 5e Arrondissement,NA,NA,22353.2,38711.2,62055.6,1.0212,10531.2,18883.2,25584.8,32195.6,46259.6,55820.8,70446.8,100142.4,9.892,14.708,0.46588,67.104,57.436,1.872,7.796,20.044,12.852,0
75106,Paris 6e Arrondissement,NA,NA,24730.5,45611.5,81741,1.2530000000000001,11839,20706,28591.5,36555.5,56794,71705,95680.5,157825.5,13.92,25.89,0.5747,58.96,47.84,1.33,9.790000000000001,17.169999999999998,23.87,0
75107,Paris 7e Arrondissement,NA,NA,27455.384615384617,52290.38461538462,97960.38461538461,1.3346153846153845,13845,23410,32170.76923076923,41509.61538461538,65905.38461538461,85225.38461538461,115231.92307692308,196501.15384615384,14.342307692307692,26.088461538461537,0.585076923076923,59.05,48.40384615384615,1.2,9.446153846153846,14.973076923076922,25.97692307692308,0
75108,Paris 8e Arrondissement,NA,NA,26646,51450.666666666664,93399.33333333333,1.3053333333333332,13012.666666666666,22459.333333333332,30936,40616.666666666664,64720,81442.66666666667,110156.66666666667,174886.66666666666,14.366666666666667,25.44,0.5634,66.72666666666667,55.96,1.32,9.446666666666667,10.606666666666667,22.666666666666668,0
75109,Paris 9e Arrondissement,NA,NA,22387.30769230769,40286.53846153846,66372.30769230769,1.0961538461538463,10426.153846153846,18543.846153846152,25941.153846153848,32987.307692307695,48819.61538461538,59424.230769230766,75126.92307692308,106307.30769230769,10.611538461538462,15.061538461538461,0.4702692307692308,78.03076923076922,66.93846153846154,2.5307692307692307,8.561538461538461,11.396153846153846,10.573076923076924,0
75110,Paris 10e Arrondissement,73.01666666666667,21.31111111111111,15779.166666666666,29619.166666666668,48153.61111111111,1.103888888888889,7143.611111111111,12966.944444444445,18481.944444444445,23890,35877.22222222222,43434.444444444445,53777.22222222222,72501.94444444444,10.502777777777778,13.71111111111111,0.4369166666666667,82.48055555555555,71.81944444444444,3.761111111111111,6.9,11.533333333333333,5.986111111111111,0
75111,Paris 11e Arrondissement,NA,NA,17402.06349206349,30573.015873015873,47958.09523809524,1.0125396825396826,8390.79365079365,14704.285714285714,20077.619047619046,25305.079365079364,36554.920634920636,43595.23809523809,53459.36507936508,70909.20634920635,8.855555555555556,11.663492063492063,0.41633333333333333,78.53492063492064,68.59523809523809,3.3603174603174604,6.579365079365079,14.9,6.565079365079365,0
75112,Paris 12e Arrondissement,75.9673076923077,NA,18696.923076923078,31682.5,47724.61538461538,0.926923076923077,9295.384615384615,15822.5,21384.615384615383,26582.884615384617,37247.692307692305,43742.5,52679.42307692308,68738.46153846153,7.773076923076923,9.98076923076923,0.3913076923076923,74.83461538461539,67.24615384615385,2.5961538461538463,4.992307692307692,18.901923076923076,6.263461538461538,0.019230769230769232
75113,Paris 13e Arrondissement,69.26029411764706,NA,15357.64705882353,26392.352941176472,40038.82352941176,0.9508823529411765,7545.735294117647,12986.029411764706,17583.823529411766,21970.58823529412,31042.79411764706,36566.91176470588,44304.26470588235,57470.58823529412,8.001470588235295,10.136764705882353,0.39130882352941176,72.25147058823529,65.62058823529412,2.6441176470588235,3.986764705882353,22.580882352941178,5.16764705882353,0
75114,Paris 14e Arrondissement,NA,NA,18815,31736.60714285714,48721.07142857143,0.9546428571428571,9372.857142857143,15985,21553.75,26594.464285714286,37449.107142857145,44235,53880.357142857145,72288.39285714286,8.173214285714286,11.073214285714286,0.41316071428571427,71.28214285714286,63.855357142857144,2.4035714285714285,5.023214285714285,21.105357142857144,7.6125,0
75115,Paris 15e Arrondissement,NA,NA,21026.896551724138,35814.942528735635,54747.93103448276,0.9512643678160919,10116.32183908046,17755.51724137931,23989.19540229885,29768.505747126437,42291.379310344826,50074.36781609195,60872.528735632186,80871.2643678161,8.511494252873563,11.288505747126436,0.41154022988505745,72.56206896551724,65.50919540229886,2.1264367816091956,4.926436781609196,19.53793103448276,7.9,0
75116,Paris 16e Arrondissement,NA,NA,23817.428571428572,47117.42857142857,84364.85714285714,1.2754285714285714,10617.285714285714,19645.714285714286,27975.285714285714,37027.71428571428,58925,74315,97899,148705.57142857142,14.322857142857142,24.827142857142857,0.5421142857142857,62.29571428571428,53.04142857142857,1.522857142857143,7.731428571428571,16.071428571428573,21.632857142857144,0.02857142857142857
75117,Paris 17e Arrondissement,NA,NA,21691.09375,39263.75,64605.78125,1.083125,10210.9375,18156.40625,25248.59375,32066.40625,47528.90625,57957.5,72790.625,102000.15625,10.096875,13.9421875,0.45003125,75.653125,65.6140625,2.49375,7.5453125,14.20625,10.140625,0.015625
75118,Paris 18e Arrondissement,NA,NA,14525.27027027027,25989.324324324323,40996.62162162162,1.0445945945945947,6742.2972972972975,12238.378378378378,16845,21314.864864864863,31105,37320.81081081081,45672.16216216216,60457.43243243243,9.631081081081081,12.489189189189188,0.4204459459459459,80.67432432432432,70.30540540540541,4.25,6.118918918918919,14.274324324324324,5.051351351351351,0
75119,Paris 19e Arrondissement,NA,NA,12208.260869565218,22005.36231884058,34636.3768115942,1.0333333333333334,5830,10216.95652173913,14166.811594202898,17931.884057971016,26426.956521739132,31531.594202898552,38442.89855072464,50080.14492753623,8.921739130434784,11.359420289855073,0.40689855072463765,76.51014492753623,67.44202898550725,4.191304347826087,4.8768115942028984,18.91304347826087,4.576811594202899,0.057971014492753624
75120,Paris 20e Arrondissement,NA,NA,13080.694444444445,23276.805555555555,36079.305555555555,1.0097222222222222,6286.944444444444,11011.25,15155.833333333334,19161.38888888889,27800.694444444445,33018.75,39596.25,50773.47222222222,8.580555555555556,10.779166666666667,0.3953055555555556,77.29305555555555,68.39861111111111,4.275,4.6194444444444445,18.658333333333335,4.048611111111111,0
76057,Barentin,NA,NA,13317.5,19610,26027.5,0.66,7490,11660,14637.5,17332.5,21755,24657.5,27862.5,33867.5,5.125,6.2,0.30025,68.55,63.650000000000006,3.45,1.45,29.65,1.8,0
76108,Bois-Guillaume,NA,NA,22880,33387.5,47830,0.75,14910,20722.5,24982.5,29332.5,38065,44007.5,52830,70450,4.725,6.3500000000000005,0.349,65.15,54.15,1.575,9.424999999999999,26.700000000000003,8.15,0
76114,Bolbec,40.425,37.525,9350,15955,22757.5,0.8474999999999999,3372.5,7667.5,10897.5,13527.5,18412.5,21077.5,24497.5,29690,11.525,10.75,0.36125,65.55,58.675,4.2,2.675,32.45,2,0
76157,Canteleu,NA,NA,8851.42857142857,15044.285714285714,21585.714285714286,0.9471428571428571,3652.8571428571427,7324.285714285715,10264.285714285714,12691.42857142857,17401.428571428572,20171.428571428572,23352.85714285714,28232.85714285714,NA,19.5,0.36614285714285716,65.68571428571428,NA,NA,NA,33.22857142857143,1.0857142857142856,0
76165,Caudebec-lès-Elbeuf,NA,NA,10556.666666666666,18030,24660,0.7866666666666666,3693.3333333333335,8803.333333333334,12276.666666666666,15480,20643.333333333332,23263.333333333332,26363.333333333332,31803.333333333332,11.233333333333334,9.833333333333334,0.3403333333333333,66.13333333333333,60.8,3.9,1.4333333333333333,32.1,1.7666666666666668,0
76216,Déville-lès-Rouen,50.625,32.725,10130,18120,25045,0.8325,3120,8070,11980,15077.5,20735,23472.5,26787.5,33040,22.125,13.85,0.36524999999999996,70.225,63.900000000000006,3.9,2.425,27.5,2.275,0
76217,Dieppe,NA,NA,9842.666666666666,17024.666666666668,24796.666666666668,0.9266666666666666,3412,7962.666666666667,11520.666666666666,14407.333333333334,19835.333333333332,22902.666666666668,27102,34202,NA,26.693333333333335,0.38493333333333335,54.88666666666667,NA,NA,NA,42.08,3.033333333333333,0
76231,Elbeuf,NA,NA,7007.5,13915,21450,1.12,1988.75,5442.5,8587.5,11145,16692.5,19666.25,23375,29000,NA,69.45,0.416875,66.7875,NA,NA,NA,30.8375,2.375,0
76259,Fécamp,NA,NA,11203.636363636364,17638.18181818182,24605.454545454544,0.7845454545454545,5451.818181818182,9670.90909090909,12709.09090909091,15353.636363636364,20166.363636363636,22984.545454545456,26731.81818181818,33820,NA,11.172727272727272,0.3592727272727273,57.154545454545456,NA,NA,NA,38.736363636363635,4.109090909090909,0
76322,Le Grand-Quevilly,51.90909090909091,23.863636363636363,13317.272727272728,18954.545454545456,24908.18181818182,0.6154545454545455,7647.272727272727,11859.09090909091,14562.727272727272,16904.545454545456,21095.454545454544,23511.81818181818,26565.454545454544,31538.18181818182,4.3545454545454545,5.309090909090909,0.2818181818181818,61.27272727272727,NA,NA,NA,37.6,1.1272727272727272,0
76351,Le Havre,NA,NA,11179.113924050633,18134.683544303796,25748.354430379746,0.8743037974683544,4933.9240506329115,9393.291139240506,12666.962025316456,15455.822784810127,20794.303797468354,23920,27925.696202531646,34667.9746835443,NA,24.172151898734178,0.3630379746835443,65.79746835443038,NA,NA,NA,31.981012658227847,2.221518987341772,0.012658227848101266
76410,Maromme,44.375,37.6,9867.5,16467.5,23337.5,0.865,3860,8402.5,11352.5,13860,19085,21777.5,25207.5,30185,15.924999999999999,11.799999999999999,0.35525,62.1,56.925,4.050000000000001,1.125,35.95,1.95,0
76447,Montivilliers,62.885714285714286,NA,17127.14285714286,23197.14285714286,31002.85714285714,0.6114285714285714,11895.714285714286,15568.57142857143,18482.85714285714,20902.85714285714,25845.714285714286,29028.571428571428,33468.57142857143,41631.42857142857,3.8714285714285714,5.142857142857142,0.2957142857142857,66.45714285714286,59.55714285714286,2.342857142857143,4.557142857142857,30.442857142857143,3.1,0
76451,Mont-Saint-Aignan,72.14444444444445,NA,20644.444444444445,30790,44468.88888888889,0.7688888888888888,12010,18415.555555555555,22746.666666666668,26754.444444444445,35131.11111111111,40890,49521.11111111111,66282.22222222222,6.233333333333333,8,0.37044444444444447,61.7,51.67777777777778,1.6555555555555557,8.366666666666667,29.533333333333335,8.766666666666666,0
76484,Oissel,49.9,31.06,11312,18204,24928,0.762,4556,9544,13132,15942,20860,23452,26690,31898,12.28,9,0.329,65.96000000000001,60.34,3.54,2.08,32.6,1.44,0
76498,Le Petit-Quevilly,NA,NA,10274.545454545454,16885.454545454544,23412.727272727272,0.8154545454545454,4709.090909090909,8650.90909090909,11902.727272727272,14532.727272727272,19237.272727272728,21920,25222.727272727272,30216.363636363636,19.78181818181818,11.209090909090909,0.33645454545454545,72.66363636363637,NA,NA,NA,25.963636363636365,1.3727272727272728,0
76540,Rouen,54.92162162162162,NA,12196.756756756757,20709.72972972973,30850.81081081081,0.9789189189189189,5216.216216216216,10148.918918918918,14085.405405405405,17451.891891891893,24260,28340,33935.94594594595,44011.62162162162,NA,77.13783783783784,0.3945135135135135,71.15135135135135,NA,NA,NA,25.28108108108108,3.5675675675675675,0.02702702702702703
76575,Saint-Étienne-du-Rouvray,NA,NA,9152,15332.666666666666,21842,0.8826666666666667,3996.6666666666665,7777.333333333333,10449.333333333334,13004.666666666666,17691.333333333332,20334.666666666668,23613.333333333332,28664.666666666668,NA,13.18,0.3568,65.94666666666667,NA,NA,NA,32.46,1.5933333333333333,0
76681,Sotteville-lès-Rouen,53.325,NA,12376.666666666666,19436.666666666668,26913.333333333332,0.7925,5937.5,10538.333333333334,13877.5,16785,22155,25119.166666666668,28911.666666666668,35065.833333333336,NA,12.425,0.33408333333333334,64.70833333333333,59.25,3.2583333333333333,2.2,32.95,2.341666666666667,0
76758,Yvetot,48.66,26.48,13052,19430,26782,0.724,7230,11354,14456,17078,21856,25044,28932,35714,6.46,7.62,0.332,61.88,55.5,3.1199999999999997,3.26,33.6,4.52,0
77014,Avon,NA,NA,15646,23446,33352,0.7979999999999999,9284,13926,17226,20194,26662,30650,36358,45494,6.9,8.379999999999999,0.341,67.34,61.68,2.76,2.9,28.580000000000002,4.08,0
77053,Brie-Comte-Robert,72.53333333333333,15.566666666666666,16880,24260,32420,0.6466666666666667,10343.333333333334,15050,18500,21593.333333333332,27183.333333333332,30480,34783.333333333336,42443.333333333336,4.3,5.366666666666666,0.29833333333333334,74.63333333333334,69.43333333333334,2.4,2.8,21.96666666666667,3.4,0.3333333333333333
77058,Bussy-Saint-Georges,NA,NA,19310,28562,40130,0.738,11486,16850,21264,25198,32456,37330,43466,54670,4.88,6.26,0.3274,84.44,77.04,2.86,4.54,11.16,4.3999999999999995,0
77067,Cesson,NA,NA,19880,27196.666666666668,35736.666666666664,0.58,12763.333333333334,17753.333333333332,21410,24750,30323.333333333332,33586.666666666664,38373.333333333336,46470,3.8,4.533333333333333,0.2683333333333333,72.43333333333334,68.06666666666666,2.2333333333333334,2.1333333333333333,25.266666666666666,2.3,0
77083,Champs-sur-Marne,NA,NA,14050,22418.571428571428,31937.14285714286,0.8242857142857143,7795.714285714285,12108.57142857143,15911.42857142857,19268.571428571428,25917.14285714286,29788.571428571428,34641.42857142857,42952.857142857145,6.742857142857143,7.885714285714285,0.3404285714285714,78.5,73,3.142857142857143,2.357142857142857,18.34285714285714,3.157142857142857,0
77108,Chelles,NA,NA,14469.375,22660,31731.875,0.785,8115,12649.375,16200.625,19511.875,25840,29541.25,34197.5,41651.875,5.6875,7.01875,0.3296875,74.1375,69.1625,2.81875,2.15625,22.3625,3.5,0
77118,Claye-Souilly,NA,NA,19832.5,27510,36597.5,0.61,12912.5,18090,21440,24597.5,30855,34187.5,39245,48742.5,3.8499999999999996,4.975,0.3,73.025,67.25,2.25,3.525,21.975,5,0
77122,Combs-la-Ville,NA,NA,16454.545454545456,23904.545454545456,32251.81818181818,0.6827272727272727,10430.90909090909,14776.363636363636,18153.636363636364,21041.81818181818,26837.272727272728,30262.727272727272,34507.27272727273,41529.09090909091,4.527272727272727,5.572727272727272,0.29445454545454547,74.0909090909091,69.35454545454546,2.9,1.8363636363636364,23.436363636363637,2.4727272727272727,0
77131,Coulommiers,NA,NA,12790,19026,25630,0.714,6878,11222,14156,16668,21396,24138,27712,33790,15.64,9.64,0.3374,66.5,59.12,3.66,3.72,29.26,4.24,0
77152,Dammarie-les-Lys,53.6125,35.0375,11357.5,18035,25511.25,0.8275,5255,9635,12697.5,15521.25,20566.25,23675,27680,34140,8.95,9.2875,0.34475,75.0625,NA,NA,NA,23.15,1.7875,0
77186,Fontainebleau,NA,NA,16371.42857142857,26942.85714285714,43672.857142857145,1.02,8610,14261.42857142857,18327.14285714286,22364.285714285714,31901.428571428572,39175.71428571428,48704.28571428572,66540,8.428571428571429,11.414285714285715,0.4305714285714286,64.7,55.52857142857143,2.3857142857142857,6.785714285714286,25.099999999999998,10.2,0
77243,Lagny-sur-Marne,NA,NA,16915.714285714286,24677.14285714286,34504.28571428572,0.7271428571428571,10075.714285714286,15118.57142857143,18420,21532.85714285714,27895.714285714286,32084.285714285714,37448.57142857143,48385.71428571428,5.1571428571428575,6.6571428571428575,0.33785714285714286,73.7,67.4,2.8714285714285714,3.4285714285714284,21.65714285714286,4.642857142857142,0
77251,Lieusaint,NA,NA,15436.666666666666,22843.333333333332,30183.333333333332,0.65,8770,13566.666666666666,17383.333333333332,20366.666666666668,25516.666666666668,28276.666666666668,32326.666666666668,38620,4.5,5.366666666666666,0.29,83.26666666666667,78.66666666666667,3.2333333333333334,1.3666666666666667,15.533333333333333,1.2,0
77258,Lognes,NA,NA,13858,21666,30516,0.772,8276,12184,15580,18586,24992,28588,33020,40198,4.92,5.92,0.3142,80.24,74.62,3.54,2.08,17.44,2.32,0
77284,Meaux,51.54761904761905,37.75238095238095,10669.52380952381,17068.571428571428,24437.619047619046,0.8357142857142857,5281.9047619047615,9170.952380952382,12054.285714285714,14570.47619047619,19755.238095238095,22660.95238095238,26521.904761904763,33109.04761904762,8.247619047619047,8.666666666666666,0.3484285714285714,77.32380952380953,NA,NA,NA,20.452380952380953,2.223809523809524,0
77285,Le Mée-sur-Seine,NA,NA,10708.75,17267.5,25285,0.865,5260,9206.25,12088.75,14762.5,20136.25,23456.25,27308.75,33502.5,7.1,8.325,0.347875,72.675,67.225,4.025,1.425,25.6,1.7249999999999999,0
