IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
031900101,Centre Historique,03190,Moulins,52.5,30.3,10470,19580,29110,0.95,2830,8270,12880,15960,22760,26800,32140,43540,15.4,16.6,0.429,66.8,54.6,3.5,8.7,28.2,5,0
031900102,Centre Moderne,03190,Moulins,49.6,30.5,11140,18470,27200,0.87,4280,9490,12790,15900,21310,25310,30120,41000,9.6,11.8,0.395,58.5,48.7,3,6.8,36.2,5.3,0
031900103,Les Gâteaux,03190,Moulins,NA,NA,11840,18440,24430,0.68,3740,9560,13540,16170,20900,23180,26960,33120,8.8,9.2,0.329,67.4,63,2.5,1.9,30.9,1.7,0
031900104,Quartier Nord,03190,Moulins,41.3,38,9200,15810,23950,0.93,2950,7270,10440,13580,18600,22230,25640,32420,11,12.6,0.384,63.5,57.7,3,2.8,34,2.5,0
031900105,Decize Bourgogne,03190,Moulins,57.4,18.7,15140,21840,29270,0.65,8520,13470,16640,19400,24340,27370,31380,38940,4.6,6.3,0.322,64.6,57.9,2.1,4.6,32,3.4,0
031900106,Lyon Gare,03190,Moulins,57.7,21,14720,21660,30190,0.71,7150,12560,16200,18920,24910,27860,33180,42320,5.9,8.4,0.364,63.8,51.8,3,9,31.5,4.7,0
031900107,Quartier Sud Zone 1,03190,Moulins,NA,NA,7270,14490,22170,1.03,1100,5650,9060,11840,17250,20570,24630,30000,27.2,17,0.396,54.4,48.1,3.4,2.9,43,2.6,0
031900108,Quartier Sud Zone 2,03190,Moulins,29,57.5,2820,10500,18690,1.51,0,1260,4500,7460,13650,16980,20380,25470,NA,133.3,0.478,51.6,46.1,5.3,0.2,46.7,1.7,0
031900109,La Madeleine,03190,Moulins,50.3,23.7,13350,19370,26680,0.69,7370,11710,14810,16970,22090,25140,28190,33680,4.6,5.9,0.307,55.3,48.7,2.6,4,41.5,3.2,0
033100101,Hôtel de Ville,03310,Vichy,44.4,38.3,7780,17420,26610,1.08,400,5810,9790,13910,20590,24290,29880,39110,97.6,27.7,0.453,44.8,38.8,2.8,3.2,48.6,6.6,0
033100102,Marché,03310,Vichy,41.2,38.8,8240,15860,24230,1.01,250,5950,10110,13580,19010,22180,27050,34230,135.4,26.2,0.426,48.5,40.5,3.7,4.3,46.6,4.9,0
033100103,Denière Les Romains,03310,Vichy,42,39.8,8570,15600,22560,0.9,780,6850,10230,13050,18090,20860,24540,29780,38.2,17.9,0.398,57.6,50.8,4.5,2.3,38.1,4.3,0
033100104,Les Garets-Bellevue,03310,Vichy,48.9,26.4,12630,19300,26700,0.73,5430,10920,14120,16530,22340,25040,28180,36110,6.7,9.3,0.38,57,49.6,2.6,4.8,37.2,5.8,0
033100105,France et Rosières,03310,Vichy,46,33.2,10140,18400,27450,0.94,2430,7950,11900,15410,21630,25450,30330,39130,16.1,16.1,0.414,60.2,49.4,3.9,6.9,36.4,3.4,0
033100106,Thermal-Vieux Vican,03310,Vichy,56.9,21.2,14490,24230,36660,0.91,4390,12370,17040,20750,27950,33550,41430,56100,12.8,13.8,0.418,33.5,25.8,2.1,5.6,56.3,10.2,0
033100107,Les Bains-République,03310,Vichy,56.6,20.5,14610,23040,35270,0.9,7190,12700,16270,19800,26780,31920,39290,50860,7.1,9.4,0.388,40.5,32.4,2,6.1,52.7,6.8,0
033100108,Jeanne d'Arc-Stade,03310,Vichy,NA,NA,15140,22020,30330,0.69,8360,13690,16340,19070,24600,27810,32520,40020,4.8,6.6,0.33,49.1,43.6,2.1,3.4,44.6,6.3,0
033100109,Les Ailes,03310,Vichy,NA,NA,3910,10170,16700,1.26,0,2490,5170,7810,12750,15350,18180,22700,NA,59.5,0.446,47.4,41,6,0.4,51,1.6,0
033100110,Beauséjour-Les Graves-Les Bartins,03310,Vichy,47.2,25.1,12940,18700,25290,0.66,7270,11530,14310,16560,21120,23270,26950,33090,4.5,5.8,0.31,50.3,45.4,3.3,1.6,45.4,4.3,0
033210101,Centre Ville,03321,Yzeure,59.9,17.5,15340,22240,30200,0.67,9080,13850,16910,20000,24400,27780,32590,40010,4.4,6,0.322,57,50.4,1.9,4.7,39.1,3.9,0
033210102,Bellevue-Les Ozières,03321,Yzeure,62.9,16.4,16010,21820,29310,0.61,10110,14590,17260,19480,24530,27450,31120,37790,3.7,4.7,0.278,56.6,52.2,1.9,2.5,40.9,2.5,0
033210103,Bataillots,03321,Yzeure,50.4,27.1,11970,19610,26400,0.74,3630,9550,14040,17280,21850,24750,28410,34790,9.6,10.5,0.349,63.5,55.5,2.8,5.2,33.7,2.8,0
033210104,Saint-Bonnet,03321,Yzeure,64.4,11.8,18110,23760,30400,0.52,11730,16470,19310,21350,25960,28620,31930,38420,3.3,4.3,0.269,55,48.6,1.8,4.6,42,3,0
033210105,Zone Verte,03321,Yzeure,NA,NA,18410,25100,32630,0.57,13800,17420,19550,22530,26930,30600,34890,40040,2.9,3.5,0.252,53.4,46.9,1.5,5,40.8,5.8,0
040700101,Les Arches,04070,Digne-les-Bains,55.8,24.2,13180,20490,27470,0.7,6210,11710,14540,17580,22790,25760,29930,37080,6,7,0.331,65,58.3,2.6,4.1,31,4,0
040700102,Les Dourbes,04070,Digne-les-Bains,42.8,41.5,7560,15690,24350,1.07,1480,5930,9500,12510,18920,22670,27190,36020,24.4,19.1,0.426,56.2,47.1,3.7,5.4,38.7,5.1,0
040700103,Périphérie Ouest,04070,Digne-les-Bains,62.1,18,15650,22700,31840,0.71,6790,13720,17400,20290,25580,29450,34740,45140,6.7,8.3,0.362,57.9,46,1.7,10.2,35.2,6.9,0
040700104,La Sèbe,04070,Digne-les-Bains,53,24.3,13460,19350,27190,0.71,6450,11580,14810,16990,22150,25620,28890,33320,5.2,6.4,0.304,53.8,48.4,2.6,2.8,42.7,3.5,0
040700105,Route de Marseille,04070,Digne-les-Bains,58.5,23.7,13630,20670,28930,0.74,7280,11120,15490,18390,23230,26400,30520,36720,5,6.4,0.311,54.7,48.4,2.7,3.6,40.5,4.8,0
040700106,Route de Nice,04070,Digne-les-Bains,NA,NA,18320,24940,32400,0.56,12320,16570,19270,22440,27090,30070,34400,44210,3.6,4.7,0.288,55.7,48.6,1.8,5.3,38.5,5.8,0
040700107,Centre Ville,04070,Digne-les-Bains,30.2,54.5,4700,11500,19240,1.26,0,2980,6130,8680,14500,17340,21450,27500,NA,51.3,0.464,56.1,47.6,5.5,3,38.5,5.4,0
040700108,Ville Nord,04070,Digne-les-Bains,47.6,28.4,11340,19340,28110,0.87,3520,9910,13630,16520,22370,25740,31070,38350,10.9,11,0.377,48.5,41.6,2.8,4.1,45.1,6.4,0
041120101,Manosque Intra-Muros,04112,Manosque,29.9,53.6,5290,11990,18970,1.14,0,4050,6960,9330,14660,17250,20710,27040,NA,35.8,0.445,65.8,55.3,7.5,3,29.7,4.5,0
041120102,La Burlière Luquèce,04112,Manosque,44.8,37.6,9890,16060,24120,0.89,3960,8550,11120,13580,19080,22190,26680,34810,8.8,10.7,0.377,51.2,46.3,3.4,1.5,44.1,4.7,0
041120103,Temps Perdu-La Trinque,04112,Manosque,44.9,39.5,8200,16190,24840,1.03,3730,6970,9640,13290,19160,22460,27600,35160,9.4,12.3,0.405,49.2,41.8,4.2,3.2,42,8.8,0
041120104,Les Chauvinets,04112,Manosque,58.5,21.9,13650,21920,30130,0.75,9130,12470,15900,18910,25560,28030,33010,41060,4.5,6.3,0.338,55.3,48.5,2.4,4.4,36.8,7.9,0
041120105,Séminaire Colombier,04112,Manosque,NA,NA,15710,23220,32870,0.74,8700,13680,17230,20510,27020,30390,35380,46770,5.4,32.3,0.737,23.1,20.1,1,2,13.2,63.7,0
041120106,Montée des Richesses Saint-Lazare,04112,Manosque,55.4,22.8,13970,21370,29640,0.73,7150,11840,15570,18640,24300,27770,32580,42320,5.9,7.4,0.335,56.1,50.5,3,2.6,30.7,13.2,0
041120107,Les Ponches-les Naves,04112,Manosque,35.6,55.7,5400,10740,20620,1.42,1310,4270,6410,8480,14680,18620,22930,30330,23.2,20.9,0.457,57.5,50.7,5.2,1.6,36.8,5.7,0
041120108,Saint-Pancrace-les Serrets,04112,Manosque,59.4,14.4,17190,24470,34220,0.7,10370,15080,18610,21590,28170,31920,38170,47320,4.6,5.9,0.324,56.6,50,2.2,4.4,31.1,12.3,0
041120109,Périphérie,04112,Manosque,60.5,19.3,15610,23550,35220,0.83,8310,13510,16790,19710,28040,32310,38730,47250,5.7,7.2,0.349,61.6,54.4,2.4,4.8,26.7,11.7,0
050230102,Grande Boucle,05023,Briançon,50.2,25.4,12950,18840,26090,0.7,6900,10970,13980,16350,21410,24270,28960,38230,5.5,7.5,0.36,58.1,48.1,4.3,5.7,37.3,4.6,0
050230103,République-Sainte Catherine,05023,Briançon,56.1,17.7,15270,20240,28000,0.63,9730,13670,16310,18290,22670,26280,30220,39230,4,5.2,0.308,63.1,53.9,3.9,5.3,30.4,6.5,0
050230104,Briançon Nord,05023,Briançon,62,19.4,15170,21480,29280,0.66,9480,13340,16820,19380,24090,27180,31560,40210,4.2,5.7,0.317,62,51.7,3.8,6.5,31.2,6.8,0
050230105,Briançon Sud,05023,Briançon,56.5,20.4,14530,20650,28350,0.67,8960,12810,15570,18190,23520,26390,30690,37580,4.2,5.9,0.326,67.6,57.5,4,6.1,25.6,6.8,0
050610101,Gap Centre,05061,Gap,41.3,40.4,8240,15470,23240,0.97,2310,7040,10080,12860,18310,21640,24980,32200,13.9,13.6,0.405,70.6,59,6.1,5.5,25.5,3.9,0
050610102,Couronne,05061,Gap,53.8,24.3,13160,20050,27790,0.73,6500,11400,14840,17640,23010,26120,29900,37720,5.8,7.5,0.341,52.2,43.9,3.2,5.1,41.3,6.5,0
050610103,Puymaure Chabanas,05061,Gap,62.2,16.2,16030,22860,31540,0.68,10190,14460,17540,19880,25720,29350,34180,43610,4.3,5.9,0.326,60.9,52.3,2.6,6,32.8,6.3,0
050610104,Périphérie Nord,05061,Gap,68.2,10.5,18020,24840,33760,0.63,12260,16790,19530,22320,27590,31160,36650,47590,3.9,5.2,0.326,63.4,51.6,2.2,9.6,26.7,9.9,0
050610105,La Gare,05061,Gap,50.3,23.1,13630,19970,27270,0.68,7810,11640,14870,17380,22110,25600,29520,37160,4.8,6.4,0.326,52.5,45.9,2.4,4.2,41.2,6.3,0
050610106,Rochasson Bonneval,05061,Gap,45.3,38.9,8600,16750,25220,0.99,3500,6690,10510,13470,19530,22730,27520,36190,10.3,13,0.399,56.6,48.2,3.2,5.2,38.4,5,0
050610107,Villarobert Saint-Michel,05061,Gap,51.3,27.6,12190,19010,26040,0.73,6600,10720,13650,16710,21430,24330,28000,34020,5.2,7.2,0.345,57.9,52.1,3.4,2.4,35.2,6.9,0
050610108,Les Fauvins Treschatel,05061,Gap,52.3,26,12630,21090,29640,0.81,5380,10510,14200,17630,23470,27320,32230,39960,7.4,9.5,0.373,61.6,51.7,2.3,7.6,31.4,7,0
050610109,Sainte-Marguerite Saint-Jean,05061,Gap,63.2,13.5,17540,24780,34710,0.69,10830,15330,18970,22320,27390,32010,37860,49020,4.5,5.8,0.324,60.1,49.2,2,8.9,31.3,8.6,0
050610110,Molines,05061,Gap,44.5,32,10320,17640,24960,0.83,4170,9080,12150,15030,20540,23520,26350,32480,7.8,9.4,0.375,48.2,41.5,3,3.7,46.3,5.5,0
050610111,Beauregard,05061,Gap,54.8,28.1,12210,19450,25840,0.7,6010,10490,13480,16140,21850,24250,27690,34920,5.8,7.6,0.336,54.7,48.1,3.2,3.4,42.7,2.6,0
050610112,Villeneuve,05061,Gap,58.6,17.7,15380,21050,28440,0.62,9030,13810,16650,18900,23760,26520,30670,37140,4.1,5,0.286,52.1,45.9,3.1,3.1,43.7,4.2,0
050610113,Serrebourges Fontreyne,05061,Gap,53.6,19,14950,20680,27060,0.59,9220,13330,16250,18540,23360,25790,28470,33870,3.7,5,0.286,54.9,48,2.5,4.4,41,4.1,0
050610114,Belleaureille Saint-Roch,05061,Gap,61.5,13.8,16430,22140,29150,0.57,11390,15280,17980,20080,24430,27410,31280,38890,3.4,4.7,0.293,62.9,55.9,2.3,4.7,32.4,4.7,0
050610115,Les Cèdres Tournefave,05061,Gap,48.8,35.4,9260,17460,25680,0.94,3430,7830,10670,14660,20370,23850,28430,34880,10.2,12.1,0.382,50,43.3,3.9,2.8,44.1,5.9,0
050610116,Les Eyssagnières,05061,Gap,59,19.3,14880,21380,28150,0.62,8200,13300,16310,18650,23540,26430,30080,36580,4.5,5.2,0.294,66.6,59.7,3.2,3.7,28.5,4.9,0
050610201,Romette Commune Associée,05061,Gap,64.2,NA,16910,23060,30160,0.57,11680,15500,18550,20470,25280,27980,32230,40300,3.5,4.4,0.283,62.6,53.8,2.4,6.4,31.4,6,0
060040101,Les Trois Moulins,06004,Antibes,58.8,24.2,13290,21370,32890,0.92,4550,11260,15180,18750,25500,29830,35240,45830,10.1,11.4,0.384,74.6,66.4,2.8,5.4,17.1,8.3,0
060040102,Les Semboules,06004,Antibes,69.4,13.3,17450,24510,33890,0.67,11120,16100,18850,21770,27660,31570,36330,44390,4,5,0.299,70.3,63.4,2.7,4.2,25.3,4.4,0
060040104,Les Cougoulins-Rastines,06004,Antibes,74.7,9.4,19830,27950,40600,0.74,13570,18060,21680,24650,32690,37840,44040,57660,4.2,5.8,0.337,64.8,53,2.8,9,25,10.2,0
060040105,La Constance-Le Puy,06004,Antibes,71.8,12.5,19200,27840,42070,0.82,11380,17180,20640,24080,32210,38120,46530,61030,5.4,6.8,0.356,59.6,51.8,2.4,5.4,30.3,10.1,0
060040106,Les Groules-Les Bréguières,06004,Antibes,67.8,16.5,16520,24480,36520,0.82,9400,14310,18450,21700,28780,33250,39340,48890,5.2,7.1,0.35,67.5,59.2,2.7,5.6,24.9,7.6,0
060040107,Azurville-Val Claret,06004,Antibes,62.7,20.5,14670,21680,30470,0.73,7750,12800,16180,18750,24640,28040,33240,41330,5.3,7.2,0.355,69.6,62.6,3.4,3.6,23.1,7.3,0
060040108,La Fontonne,06004,Antibes,63.5,21.5,14500,21950,30850,0.75,7810,12220,16190,19120,25190,28730,34200,42020,5.4,6.8,0.334,71.2,63.1,3.4,4.7,24.9,3.9,0
060040109,Les Combes,06004,Antibes,67.8,18.2,15380,22850,31740,0.72,8990,13710,17200,20230,25870,29720,34670,43780,4.9,6,0.316,75.9,69,3.6,3.3,20.7,3.4,0
060040110,Rabiac-La Paganne,06004,Antibes,71.7,13.3,18170,25750,35470,0.67,10930,15940,20290,22490,28860,33270,38640,48210,4.4,5.3,0.305,64.3,56.5,3,4.8,28.4,7.3,0
060040111,La Colle,06004,Antibes,60.2,21.3,14400,22380,32730,0.82,7270,12430,15990,18950,25680,30050,35680,46140,6.3,8,0.36,52.8,46.1,3,3.7,39.5,7.7,0
060040112,Les Prugnons,06004,Antibes,67.8,12.4,18040,25210,34820,0.67,10970,16120,19280,22610,28530,32750,37840,47660,4.3,5.5,0.308,65.1,59.1,2.5,3.5,28.9,6,0
060040114,Lagare,06004,Antibes,58.7,22.3,13920,21520,30720,0.78,6290,11550,15570,18700,24510,28480,33410,44430,7.1,8.4,0.358,56.4,49.7,3.5,3.2,36.1,7.5,0
060040115,Vieille Ville,06004,Antibes,51.9,32.1,10620,18070,30460,1.1,4200,8880,12350,15390,21700,26770,34710,47340,11.3,13.1,0.421,60.2,51.3,3.9,5,27.7,12.1,0
060040116,Les Bastides,06004,Antibes,66.1,16.6,16240,23680,31940,0.66,10260,14470,17930,20780,26590,29990,34220,41750,4.1,5,0.29,74.4,67,3.4,4,22.1,3.5,0
060040117,Fontmerle,06004,Antibes,73.3,12.1,18960,27000,37220,0.68,11810,17130,20450,24070,30630,34610,40680,52220,4.4,6.1,0.343,63.5,53.5,2.6,7.4,27.7,8.8,0
060040118,Laval,06004,Antibes,61.2,19,15160,23480,33900,0.8,8990,13450,17020,20210,26630,31210,37620,48880,5.4,7.3,0.358,59.7,52.6,2.5,4.6,33,7.3,0
060040119,L'Estagnol,06004,Antibes,67.8,12.4,17500,24820,34900,0.7,11580,15840,19020,21750,27670,31930,38090,49110,4.2,6.7,0.376,67.1,60,2.6,4.5,19.6,13.3,0
060040120,Saint-Jean,06004,Antibes,58.4,24.9,12990,21640,32160,0.89,6780,10870,14630,18050,24930,29310,35370,45720,6.7,8.8,0.384,60,52.8,3.3,3.9,31.3,8.7,0
060040121,La Badine,06004,Antibes,66.1,15.1,16200,24740,36840,0.83,10690,14990,18070,21390,27960,34020,40830,52000,4.9,6.8,0.36,56,45.8,2.9,7.3,33.7,10.3,0
060040122,Saint-Maymes-Lauvert,06004,Antibes,69.2,13.1,18390,27920,43270,0.89,11140,16250,20470,24220,32810,38580,48300,65500,5.9,8.4,0.41,61.4,51.5,2.7,7.2,23.4,15.2,0
060040123,Place de Gaulle,06004,Antibes,59.2,21.9,13840,21230,30630,0.79,7000,12160,15450,18380,24380,28200,33670,44290,6.3,8,0.363,54,48,2.8,3.2,38.4,7.6,0
060040124,Ponteil,06004,Antibes,65.2,20,15020,24820,38150,0.93,7840,12980,16790,21020,28800,34480,42310,56570,7.2,9.3,0.392,47.7,39.4,2.6,5.7,41.3,11,0
060040125,Juan Les Pins-Gallice,06004,Antibes,57.3,29.7,11020,19940,30890,1,4760,9440,13150,16550,23750,28130,34410,44940,9.4,12.6,0.423,51.3,42.9,3.5,4.9,38.9,9.8,0
060040126,Pont du Lys-Antibes-Les Pins,06004,Antibes,58.5,25.5,12810,20040,28920,0.8,5880,10720,14440,17380,23240,26540,31620,39900,6.8,8.3,0.354,63,55.1,4.3,3.6,31.7,5.3,0
060120101,Beausoleil Supérieur,06012,Beausoleil,59.7,21.9,14170,23290,34830,0.89,6310,12210,16170,20000,27950,32550,38630,50300,8,11.6,0.425,71.9,66.8,2.4,2.7,23.1,5,0
060120102,Tenao Inférieur,06012,Beausoleil,55.2,25.9,12570,20420,30340,0.87,5570,10460,14130,17370,24130,27930,32820,43070,7.7,10,0.386,70.8,66.8,2.9,1.1,23.5,5.7,0
060120103,Moneghetti Ouest,06012,Beausoleil,59.4,19,15040,21890,30010,0.68,7390,13470,16810,19370,24410,27840,32940,39850,5.4,6.7,0.331,78.3,74.2,2.2,1.9,18.8,2.9,0
060120104,Moneghetti Est,06012,Beausoleil,60.9,19,15570,23100,32850,0.75,7890,13600,16880,20000,25960,30440,36030,45270,5.7,8.2,0.372,76.6,72.7,1.9,2,19.5,3.9,0
060120105,Centre,06012,Beausoleil,56.7,29.5,11350,20170,30580,0.95,4230,9160,13180,16650,23520,28210,33600,43140,10.2,13.5,0.418,72.5,66.5,2.2,3.8,21.1,6.4,0
060270101,Le Centre-Le Haut de Cagnes,06027,Cagnes-sur-Mer,52.9,29.7,11410,18870,27510,0.85,6050,9920,13090,16150,22150,25590,30040,37110,6.1,7.9,0.352,61.6,54.3,3.6,3.7,33.7,4.7,0
060270102,La Gare,06027,Cagnes-sur-Mer,51.8,30.7,11350,17780,25190,0.78,5670,9810,12740,15310,20560,23500,26980,33380,5.9,6.7,0.327,74.6,65.9,4.7,4,23.4,2,0
060270103,L'Hubac,06027,Cagnes-sur-Mer,60.2,20.9,14900,22660,33410,0.82,8860,12490,16760,20090,25670,30600,35890,46150,5.2,7,0.353,60.8,53.5,3,4.3,31,8.2,0
060270104,Saint-Jean,06027,Cagnes-sur-Mer,68.9,14.1,17300,26600,39150,0.82,10420,15500,19480,23170,30460,35590,42930,53600,5.1,6.6,0.348,68.7,58.6,2.6,7.5,22.9,8.4,0
060270105,Saint-Véran,06027,Cagnes-sur-Mer,68.6,14.3,16920,25410,37080,0.79,10620,15090,18760,22170,29130,34750,40550,50140,4.7,6.7,0.343,60.3,50.7,3,6.6,32.5,7.2,0
060270107,Juin-Kennedy,06027,Cagnes-sur-Mer,58,21.8,14350,21180,28720,0.68,7240,12530,15710,18590,23800,26790,31330,37640,5.2,6.7,0.33,45.9,39.1,3.1,3.7,47.6,6.5,0
060270108,Le Cros de Cagnes,06027,Cagnes-sur-Mer,58.8,19.6,14610,21710,30330,0.72,8090,13120,16240,18880,24440,27910,32740,41630,5.1,6.6,0.332,44.4,38.9,2.4,3.1,49.6,6,0
060270109,Les Vespins,06027,Cagnes-sur-Mer,65.8,13.1,17740,24680,34100,0.66,11120,16000,19610,22250,27450,31450,37130,46330,4.2,5.7,0.325,45.8,40.2,2.4,3.2,43.5,10.7,0
060270110,Bréguières Sud,06027,Cagnes-sur-Mer,64.8,12.9,17190,24460,34340,0.7,11440,15810,18630,21510,27890,31920,37280,48050,4.2,5.5,0.32,58.3,51.9,2.6,3.8,33.1,8.6,0
060270111,Bréguières Nord,06027,Cagnes-sur-Mer,67.6,15,16810,25540,36390,0.77,9550,15220,18530,21500,28730,33270,39970,50260,5.3,6.1,0.328,65.8,57.4,2.6,5.8,28.2,6,0
060270112,Le Nord-Est,06027,Cagnes-sur-Mer,71.3,10.2,19300,27540,37400,0.66,12650,17710,21050,24070,31030,34830,41060,54650,4.3,5.7,0.335,67.3,58.4,2.8,6.1,21.2,11.5,0
060270113,Les Gros Buaux,06027,Cagnes-sur-Mer,67.3,12,17810,24910,33850,0.64,11590,16370,19190,21940,28100,31800,37230,47710,4.1,5.8,0.34,63.8,55.9,2.5,5.4,28.6,7.6,0
060270114,Les Colettes,06027,Cagnes-sur-Mer,62.3,18.4,15590,23180,32920,0.75,8670,13710,16930,19970,26620,30650,36070,48220,5.6,7.5,0.37,59.3,52.6,2.6,4.1,31.4,9.3,0
060270115,Le Nord-Ouest,06027,Cagnes-sur-Mer,69,12.5,18600,27350,40010,0.78,11520,16070,19980,23330,31670,37080,45170,57860,5,6.7,0.354,64.7,53.8,3.3,7.6,24.9,10.4,0
060270116,Le Village du Cros,06027,Cagnes-sur-Mer,NA,NA,14740,21630,30040,0.71,9050,13450,16200,18900,24680,27760,32540,38950,4.3,5.9,0.319,46.5,39.4,3.2,3.9,46.7,6.8,0
060270117,RN7,06027,Cagnes-sur-Mer,58.4,21.5,14170,21400,28920,0.69,7300,12470,15510,18550,23990,26970,31300,38250,5.2,6.1,0.313,50.3,43.7,3.1,3.5,44.8,4.9,0
060290101,Moure Rouge,06029,Cannes,61.8,20.7,15400,26170,42110,1.02,6600,12720,17340,21090,32230,38180,48500,69260,10.5,15.4,0.476,34.9,24.2,1.7,9,45.2,19.9,0
060290102,La Source,06029,Cannes,58.8,23.6,13510,22490,33810,0.9,5640,11540,15310,18680,26210,30470,38010,49840,8.8,11.1,0.404,32.6,25.9,2.9,3.8,54.7,12.7,0
060290103,La Californie,06029,Cannes,66.8,18.7,16120,27440,45340,1.06,6860,13700,18520,22820,34000,40920,50830,76120,11.1,19.3,0.534,33.2,25.8,2.1,5.3,39.6,27.2,0
060290104,Montfleury,06029,Cannes,62.8,19.5,15510,23900,36400,0.87,8370,13200,17030,20390,28060,32690,40080,54500,6.5,11,0.437,48,38.4,3,6.6,37.6,14.4,0
060290105,La Peyrière,06029,Cannes,56.1,25.1,12940,20360,31000,0.89,6380,11160,14700,17440,24240,28290,33890,43610,6.8,9,0.386,62.2,52.9,4.6,4.7,30.5,7.3,0
060290106,Terrefial,06029,Cannes,69.1,20.8,15010,28100,48010,1.17,8050,12460,17250,22110,33900,42240,52680,78660,9.8,18.3,0.53,40.8,30.9,2.5,7.4,34.1,25.1,0
060290107,Camp Long,06029,Cannes,57.4,25.9,12510,20670,31250,0.91,6190,10330,14370,17190,24190,28580,34840,45100,7.3,9.7,0.393,55.3,45.6,3.7,6,37.3,7.4,0
060290108,Carnot,06029,Cannes,47,36.4,9720,16760,24590,0.89,4500,8520,11290,14170,19500,22530,26940,35450,7.9,9.7,0.385,63.8,53.8,5,5,32,4.2,0
060290109,Saint-Nicolas,06029,Cannes,51.5,35.3,10150,17300,27580,1.01,4440,8610,11340,14610,20510,24790,31260,41080,9.3,12.3,0.433,59.2,48.9,5.2,5.1,30.6,10.2,0
060290110,Gare,06029,Cannes,54.9,29.7,11390,18870,32310,1.11,4170,9620,13040,16060,22510,27290,37890,54180,13,17.4,0.475,41.1,34,2.7,4.4,40.6,18.3,0
060290111,Croisette-Palm-Beach,06029,Cannes,55.3,26.4,12060,23350,39830,1.19,4770,10220,14910,18490,28450,35510,45260,67120,14.1,26.1,0.574,28.7,23.9,1.5,3.3,39.3,32,0
060290112,Petit Juas,06029,Cannes,57.9,27.5,12120,20690,30840,0.91,5600,10560,14150,17420,23900,28150,34400,48050,8.6,11.7,0.422,54.8,42.6,3.6,8.6,35.9,9.3,0
060290113,Vallergues,06029,Cannes,61.7,19.4,15070,23440,33390,0.78,8460,13110,16600,20450,26660,30770,35760,47130,5.6,7.7,0.367,55.3,45.1,3.9,6.3,35.3,9.4,0
060290114,Broussailles,06029,Cannes,60.7,23.4,13540,21290,30870,0.81,6960,11800,15580,18330,24730,28380,34120,46490,6.7,9.7,0.402,62,50.9,2.9,8.2,30,8,0
060290115,Tassigny,06029,Cannes,58,24.2,13280,21660,31290,0.83,7540,11380,15380,18490,25040,28250,34650,44800,5.9,8.2,0.371,59.1,48.2,4.7,6.2,31.8,9.1,0
060290116,Stanislas,06029,Cannes,48.9,31.5,10900,17980,29420,1.03,4860,9300,12650,15110,21470,26700,33070,48670,10,14.4,0.475,46.2,38.7,4.1,3.4,36.3,17.5,0
060290117,Le Vieux Port-Les îles,06029,Cannes,NA,NA,11240,19400,30350,0.99,3210,9580,12970,16030,22380,26740,34720,51040,15.9,19.5,0.484,47.9,38.5,3.3,6.1,35.6,16.5,0
060290118,Le Grand Jas,06029,Cannes,44.7,35.6,9970,16600,23820,0.83,4860,8330,11600,13950,19160,22320,26500,34170,7,9.9,0.384,64.1,55.6,4.5,4,29.4,6.5,0
060290119,Le Riou,06029,Cannes,54,27.8,11940,20250,31060,0.94,6020,10580,13800,17130,23480,28010,34990,50620,8.4,12.5,0.445,52.1,42.3,3.5,6.3,35.7,12.2,0
060290120,Croix des Gardes,06029,Cannes,66.5,16.7,16080,23910,35370,0.81,9250,14300,17550,20800,27550,32130,38810,52210,5.6,7.1,0.363,70.2,59,3.9,7.3,22.6,7.2,0
060290121,Pierre Longue,06029,Cannes,67.6,18.2,15930,27440,42950,0.98,8240,13800,18310,22990,32570,38170,48790,66870,8.1,13.4,0.465,40.8,31.1,2.4,7.3,41.2,18,0
060290122,Font de Veyre,06029,Cannes,63.2,18.5,15120,24440,36330,0.87,8680,13420,16860,20770,28240,32520,40600,55700,6.4,9.6,0.42,53.3,45.4,2.4,5.5,31.5,15.2,0
060290123,Saint-Joseph,06029,Cannes,52.6,28.4,11920,19100,26370,0.76,6210,10360,13460,16340,21750,24770,28660,35730,5.8,7.2,0.338,62.9,55,4.5,3.4,32.5,4.6,0
060290125,Bocca Centre,06029,Cannes,47.8,36.3,9920,16810,24190,0.85,3620,8320,11410,14270,19640,22140,26030,32180,8.9,10.1,0.357,57.4,50,5.2,2.2,38.5,4.1,0
060290126,Les Mûriers,06029,Cannes,53.6,24.1,13190,19180,25720,0.65,7670,11530,14390,16970,21670,23980,27660,33980,4.4,5.6,0.298,61.5,55.5,3.9,2.1,35.3,3.2,0
060290127,Le Plan,06029,Cannes,40.1,41.9,8610,14920,21240,0.85,3120,7230,9530,12510,16960,19630,23260,27850,8.9,9.5,0.353,67.4,60.2,5.6,1.6,30.5,2.1,0
