NombreEmpresa,NumExpediente,IdentificacionFiscal,TipoDeContrato,Municipio,Provincia,Pais,DT_RowId
"TEFAR, S.L.",78061,B04783338,Obras,MADRID,MADRID,ESPAÑA,J7UJPDZGEbWOFVOKsL62xQ..
"ESTRADAS GALEGAS, S.L.",78063,B04783338,Servicios,MADRID,MADRID,ESPAÑA,bxP9x1205TaOfiq3fvqdPQ..
"CONSTRUCCIONES OREGA, S.L.",77527,B04787123,Obras,MADRID,MADRID,ESPAÑA,3UzQeJ9LGmTuZGXgLsdU6g..
"CONSTRUCCIONES CASTADON, S.L.",77529,B04787123,Servicios,MADRID,MADRID,ESPAÑA,58cuQcouoNqf4h8Xs2kIyw..
"VIPECA, OBRAS Y SERVICIOS, S.L.",57032,B05004999,Servicios,MADRID,MADRID,ESPAÑA,xyW1jxDKYUhOEEOAriKAbQ..
"MONTAJES RAYMA,S.L.",4189,B05004999,Obras,MADRID,MADRID,ESPAÑA,x1P4Owc4wY7udEuoh6vvvg..
"CONSTRUCCIONES ROPAN, S.L.",12669,B05026109,Obras,MADRID,MADRID,ESPAÑA,r36Fvb7_fpqojZeW1vC1sg..
"CONSTRUCCIONES ROPAN, S.L.",64711,B05170451,Obras,MADRID,MADRID,ESPAÑA,4PMzESRskzewqq_Y9UkFOg..
"DESMACO, S.L.",64713,B05170451,Servicios,MADRID,MADRID,ESPAÑA,bA0yM1JXtuBlx4RGeS9NDg..
"PROYECTOS Y CONTRATAS COVELO, S.L.",81926,B05237615,Obras,MADRID,MADRID,ESPAÑA,z3p42D3G1inC6Q7bVkXFJg..
"BARRERAS DE SEGURIDAD, S.L.",77987,B05246400,Obras,MADRID,MADRID,ESPAÑA,Y5IrtHSW6rLWOd9BeMTeXw..
"CONSERNOR, S.L.",61766,B06285092,Servicios,MADRID,MADRID,ESPAÑA,yZgD0RxT98i7O-HAt-uMNg..
"CONSERNOR, S.L.",61780,B06285092,Obras,MADRID,MADRID,ESPAÑA,_08gdt04gv04BJ8xV237Aw..
"OBRAS Y SANEAMIENTOS GALICIA, S.L.",76661,B06625735,Servicios,MADRID,MADRID,ESPAÑA,OXphz5TfSbK2dssMI4M5gw..
"OBRAS Y SANEAMIENTOS GALICIA, S.L.",25618,B08125940,Servicios,MADRID,MADRID,ESPAÑA,VlWYr96ut419F8MMxDjzDA..
"INGELECTOR, S.L.",49914,B08377715,Servicios,MADRID,MADRID,ESPAÑA,G_1-hhh2Z0BPkajqlR0ttA..
CONSTRUCCIONES Y OBRAS AYASA S.L.,38326,B09047515,Obras,MADRID,MADRID,ESPAÑA,sbDfGHDKF6YJsv4nd3AfyQ..
"BALGON OBRAS Y SERVICIOS, S.L.",3978,B15028392,Obras,MADRID,MADRID,ESPAÑA,_-JGiVI9a3xTnXRuhifwbA..
"CONSTRUCCIONES Y OBRAS VAZAL, S.L.",58882,B15704364,Servicios,MADRID,MADRID,ESPAÑA,1W9d9C4c-uh6eQjtCJnRrA..
"APROVEITAMENTO DE RECURSOS NATURAIS DE GALICIA, S.L.",80321,B15965692,Obras,MADRID,MADRID,ESPAÑA,HfrIjLtpi0u7UsA21no4Zw..
"APROVEITAMENTO DE RECURSOS NATURAIS DE GALICIA, S.L.",6711,B16008195,Obras,MADRID,MADRID,ESPAÑA,U1GDvlCraKBmPzOuPhRdWg..
"AMBULANCIAS LA ENCARNACION, S.L.",77557,B18533661,Obras,MADRID,MADRID,ESPAÑA,l12PNWBqkS8-R2eVNnAGuQ..
"ELECTRICIDAD FRAGUS, S.L.",79767,B20861282,Servicios,MADRID,MADRID,ESPAÑA,lLnIu6sWRWWSwaHBm37mUg..
"AUXILIAR DE SERVICIOS FORESTALES GALLEGOS, S.L.",40876,B23206824,Obras,MADRID,MADRID,ESPAÑA,lDbNWU4CqoRASSCX8LyUtw..
"AUXILIAR DE SERVICIOS FORESTALES GALLEGOS, S.L.",8196,B24009284,Obras,MADRID,MADRID,ESPAÑA,kthpWsP1sOmtZEYOWfTUig..
"CONSTRUCCIONES ETELVINO Y JULIO, S.L.",77679,B24009284,Servicios,MADRID,MADRID,ESPAÑA,Vd98nSxz3i0MGnmv-3g2dA..
"COVIASTEC, S.L.",60860,B24443046,Obras,MADRID,MADRID,ESPAÑA,ss2L8quiXnXndiW7a8PXYA..
"AMBULANCIAS RIBEIRA SACRA, S.L.",59248,B24443046,Servicios,MADRID,MADRID,ESPAÑA,VCJdWizPjH5KWQQffzV-wg..
"PRADO LAMEIRO, S.L.",55020,B24470460,Servicios,MADRID,MADRID,ESPAÑA,CsmsADlS8n9FeqOrzeykBw..
"AMBULANCIAS SIL, S.L.",63257,B27019157,Servicios,MADRID,MADRID,ESPAÑA,yoSbZQiELbGfOxH4mHNgTQ..
"REPOBLACIONES OBRAS Y CANALIZACIONES, S.L.",11822,B27019157,Obras,MADRID,MADRID,ESPAÑA,QWU8E18HGSdtVzZEHwpstg..
ORVI INFRAESTRUCTURAS S.L.,77187,B27419241,Obras,MADRID,MADRID,ESPAÑA,Cu9HDUacTtvqmMofhDoxgw..
"SEÑALIZACIONES PEÑA, S.L.",46184,B28000271,Servicios,MADRID,MADRID,ESPAÑA,NBvE1Loaf1enHYofpyDczw..
"SEÑALIZACIONES PEÑA, S.L.",22642,B28016970,Servicios,MADRID,MADRID,ESPAÑA,swn87Bxd7GoIQlGkCgPkhQ..
"MANTENIMIENTO Y OBRAS BOMBAS Y AIRE ORENSE, S.L.",20152,B28081057,Servicios,MADRID,MADRID,ESPAÑA,Wnu2CUwM--7LwZmhgsDVPg..
"EXPLOTACIONS MEDIOAMBIENTAIS, S.L.",20747,B28084168,Servicios,MADRID,MADRID,ESPAÑA,g7067CurTgMEhirSsD6xqw..
"AMBULANCIAS AS BURGAS, S.L.",5478,B28154334,Obras,MADRID,MADRID,ESPAÑA,k7AHK2ZbApty3OGe5uAp3Q..
"ELYTE XINZO, S.L.",23793,B28157162,Servicios,MADRID,MADRID,ESPAÑA,wnFnd4kjDRwQHm7sBOS0SA..
"CONSTRUCCIONES VIDE ARIAS, S.L.",1683,B28192532,Obras,MADRID,MADRID,ESPAÑA,PnefsFpTYLPzsV8sL9gQxg..
"AMBULANCIAS DO CARME, S.L.",23331,B28274801,Servicios,MADRID,MADRID,ESPAÑA,_ZPkZM1bxT3MwhowxwfYJg..
"PETROLAM INFRAESTRUCTURAS, S.L.",3462,B28281095,Obras,MADRID,MADRID,ESPAÑA,Y1sR24lZogK2h5xFrYyRlw..
"ELITE GALLEGA, S.L.",63405,B28283810,Obras,MADRID,MADRID,ESPAÑA,r0g97pg4XD-0UhIZbe3Ksg..
"CONSTRUCCIONES Y PROYECTOS LORENZO, S.L.",8271,B28336451,Obras,MADRID,MADRID,ESPAÑA,Y_zmIeKGnFw0xHMiId2Rfw..
"ACTIVIDADES, CONSTRUCCIONES Y VOLADURAS, S.L.",20266,B28338549,Servicios,MADRID,MADRID,ESPAÑA,B4iiqPsSXoxNn85VtiNj5A..
"EXCAVACIONES P. PROL, S.L.",59868,B28342871,Servicios,MADRID,MADRID,ESPAÑA,hoapg9IqOzE9MKux1RH0xQ..
"EXCAVACIONES P. PROL, S.L.",7899,B28357069,Obras,MADRID,MADRID,ESPAÑA,OdRqijlLhNksfvvutSdGNw..
"SEGURIDAD SETEGA, S.L.",51193,B28417939,Servicios,MADRID,MADRID,ESPAÑA,SQ93txHHPJ8OCqYwXgtDvA..
"GALEGA DE ENXEÑERIA E INSTALACIONS, S.L.",44134,B28444834,Obras,MADRID,MADRID,ESPAÑA,t5GEOPagYWhYa_0lNtAW8g..
"AMBULANCIAS AS BURGAS SERVICIOS SANITARIOS, S.L.",45371,B28444834,Servicios,MADRID,MADRID,ESPAÑA,NLxFVoTQeRfinEku8M4SxQ..
"CONSTRUCCIONES GALASUR, S.L.",40305,B28492841,Obras,MADRID,MADRID,ESPAÑA,gbtdmzIgc0H_fL9tPSMIDg..
"OURENCAL, S.L.",39707,B28492841,Servicios,MADRID,MADRID,ESPAÑA,I2gB-9zMQCp4gzIl1s8OtQ..
"OURENCAL, S.L.",7216,B28534063,Obras,MADRID,MADRID,ESPAÑA,myIaFbGwKtAmevAnqKvZhQ..
"CONSTRUCCIONES JOSE MANUEL PORTELA SEGUIN, S.L.",5928,B28543205,Obras,MADRID,MADRID,ESPAÑA,h8iOen2EVvEjdI5bHaN8vg..
"SAGADE 2009, S.L.",20381,B28555498,Servicios,MADRID,MADRID,ESPAÑA,UpXtil4jhyjlXd21xo5ZXg..
"SAGADE 2009, S.L.",77535,B28616290,Servicios,MADRID,MADRID,ESPAÑA,UKz-ZWymytj4ylDK_K4ASA..
"ASFALGAL TECNICAS VIARIAS, S.L.",21385,B28667657,Servicios,MADRID,MADRID,ESPAÑA,MlKmlaKJbw534rjLcyOvbA..
"SERVICIOS SANITARIOS DO RIBEIRO, S.A.",22716,B28745214,Servicios,MADRID,MADRID,ESPAÑA,OYky1RItZ88rQIbeL_YGEg..
"GROUP PRODESCON & AMIL, S.L.",79894,B28805398,Servicios,MADRID,MADRID,ESPAÑA,9aqjB70CrrGabl7jhit0Fg..
"AMETLAM, S.L.",59171,B28805398,Obras,MADRID,MADRID,ESPAÑA,nNyt7UViuwOkfUqkbSDlaQ..
"AMETLAM, S.L.",6985,B28822880,Obras,MADRID,MADRID,ESPAÑA,_h1jNN_EEzf1SpJqLkGwFw..
AUTOBUSES DE LANGREO SL,25999,B28862613,Servicios,MADRID,MADRID,ESPAÑA,geajLubR8rJIcc4S_MoHPA..
"SANCHEZ Y LAGO, S.L.",35966,B28862613,Obras,MADRID,MADRID,ESPAÑA,IBXKrDJ4Aa2Of6mSaewtIg..
"SEÑALIZACIONES ASTURIAS, S.L.",57944,B28877116,Servicios,MADRID,MADRID,ESPAÑA,ZY9A0m_kqLhM0mdw7R7LqA..
"SEÑALIZACIONES ASTURIAS, S.L.",25066,B28877538,Servicios,MADRID,MADRID,ESPAÑA,ulfiVm9Eq-eDbLRAGnhWZQ..
"ASTURGRAF, S.L.",35774,B28890929,Servicios,MADRID,MADRID,ESPAÑA,sBH1USOLUAlubHS8yL5HOA..
"TRANSPORTES BIMENES, S.L.",23149,B28893139,Servicios,MADRID,MADRID,ESPAÑA,HxxpL06Evd-qymDPiaI5Zw..
"ESFER CONSTRUCCIONES Y PROYECTOS, S. L.",76148,B28944452,Servicios,MADRID,MADRID,ESPAÑA,3QiEFDrfcLA3TvOAVZ5DOQ..
"ESFER CONSTRUCCIONES Y PROYECTOS, S. L.",41395,B28954733,Servicios,MADRID,MADRID,ESPAÑA,gn-OFar6aGObnVE5hgc90Q..
"TAPIA ELECTROACUSTICA, S.L.",22159,B28981058,Servicios,MADRID,MADRID,ESPAÑA,NIRhbAKEpnbKT5QoNUS7jQ..
"AIRCONTEC, S.L.",71856,B29045895,Servicios,MADRID,MADRID,ESPAÑA,zwW05vzdfL0rJ4_Vyc2ifg..
"AIRCONTEC, S.L.",49374,B29744570,Obras,MADRID,MADRID,ESPAÑA,j7uNWQXZI6XDgqqiNbfaDw..
"CONSTRUCCIONES EMILIO CUETO, S.L",9804,B33014911,Obras,MADRID,MADRID,ESPAÑA,CNGS5H0ZnIRVA97oluNqyA..
"AUTOMOVILES GARRIDO, S.L.",34086,B33302696,Obras,MADRID,MADRID,ESPAÑA,fdQfV_snDLnMggnuUcaVxA..
"AUTOCARES CABRANES, S.L.",46295,B33302696,Servicios,MADRID,MADRID,ESPAÑA,HveZph3oXtGBYHj3fsEktQ..
"LIDER INTEGRATED TECHNOLOGY CONSULTING, S.L.",69464,B34040774,Servicios,MADRID,MADRID,ESPAÑA,3vVwD1j9KZhEdbNGmY5PxA..
"CURIN BUS, S.L.",81261,B34260364,Servicios,MADRID,MADRID,ESPAÑA,jvLO6XMj8E7ULMBf7_fzuw..
"ASCENSORES ZENER GRUPO ARMONIZA, S.L.",31615,B36719490,Obras,MADRID,MADRID,ESPAÑA,XkmM4Dmp5spVPJvbbsOCIw..
"ASCENSORES ZENER GRUPO ARMONIZA, S.L.",75885,B36719490,Servicios,MADRID,MADRID,ESPAÑA,2z4Bwjpb7JzfTvo2DdEWuw..
"CONTRATAS DEL NARCEA, S.L.",61165,B36956464,Obras,MADRID,MADRID,ESPAÑA,MMboEvIWhuVqiYnSz0yQRQ..
"SOGENER SDS, S.L.",80581,B36956464,Servicios,MADRID,MADRID,ESPAÑA,otauDgaySoXSm4BwiC6saQ..
"CONTRATAS FERNANDEZ GRANDA, S.L.",44119,B37052602,Obras,MADRID,MADRID,ESPAÑA,ERBdKA3RB18OVsn85WJ91g..
"AUTOCARES HECTOR, S.L.",80762,B37511128,Obras,MADRID,MADRID,ESPAÑA,KrK61z3fnUwHE-Ruy3IKOA..
ARBORIS SL,75107,B37511375,Obras,MADRID,MADRID,ESPAÑA,yFUZGzH1M1Crl8ZvpzChqQ..
ARBORIS SL,75109,B37511375,Servicios,MADRID,MADRID,ESPAÑA,OETeWOyrge8ApHQaWwurlg..
"AMBULANCIAS LUIS ANGEL, S.L.",75262,B40221921,Servicios,MADRID,MADRID,ESPAÑA,bGMgCa1Js3rQtkGLYrmLbA..
"TALLER DE URBANISMO E INGENIERIA, S.L.",82020,B42874172,Servicios,MADRID,MADRID,ESPAÑA,xnwHIvPhvWjNnbtri3BkvA..
"FRANCISCO SUAREZ CONTRATAS, S.L.",41688,B45222783,Servicios,MADRID,MADRID,ESPAÑA,-q9DWKu-4ELZBZa_y8VV8A..
"CONSTRUCCIONES JOSE LUIS VILA, S.L.",30825,B45222783,Obras,MADRID,MADRID,ESPAÑA,jEFXBUi3ki0SvwnC1mt-rg..
"ALSERTRANS, S.L.",80786,B45849601,Obras,MADRID,MADRID,ESPAÑA,FRqv_gMBF7e-PdEJIpUVkQ..
"ALSERTRANS, S.L.",22308,B46001897,Servicios,MADRID,MADRID,ESPAÑA,a5HX0yuidnSKow2U0bUr9g..
"AZVASE, S.L.",8272,B46001897,Obras,MADRID,MADRID,ESPAÑA,E8CXkg85K5EGSoObWnzFgQ..
"LIMPIEZA VIARIA NARCEA, S.L.",59406,B48467401,Obras,MADRID,MADRID,ESPAÑA,Sv4hFgv3Oc1LC7wB_Yymnw..
"TELEGRADO, S.L.",31928,B48467401,Servicios,MADRID,MADRID,ESPAÑA,Gri3pUWCkaA_E4iPTY1Exg..
"TELEGRADO, S.L.",54031,B49154818,Obras,MADRID,MADRID,ESPAÑA,juauxwmVG31Qc9DSRquE6w..
"ARIEXCA, S.L.",76256,B49245723,Servicios,MADRID,MADRID,ESPAÑA,IzhoBPm5UB54pcZWcKGntQ..
"PROA SUR, S.L.",80115,B50871284,Servicios,MADRID,MADRID,ESPAÑA,JIIoRy80PdpeJzdTsvwnPg..
"GRESPRO, S.L.",78202,B55091409,Servicios,MADRID,MADRID,ESPAÑA,4HeXRQPUqOhFNENQiP6mjg..
"CONSTRUCCIONES J.C.N., S.L.",81925,B55099378,Obras,MADRID,MADRID,ESPAÑA,5fVkbF2v0pUbs5zdHjsD2Q..
"AUDECA, S.L.",58655,B57220741,Servicios,MADRID,MADRID,ESPAÑA,SVD0v2Lriv_YdUs0QElu0w..
"AUDECA, S.L.",50401,B60390192,Servicios,MADRID,MADRID,ESPAÑA,7Fh9BglgDwCsoub5KvDarA..
"ESTUDIO PRINCIPADO, S.L.",59882,B61509782,Servicios,MADRID,MADRID,ESPAÑA,FHULQYzgUqaEmklYnMMsnw..
"INDELAC, S.L.",60199,B61768511,Servicios,MADRID,MADRID,ESPAÑA,L9ks-DXOzo5iLWXC_53qTw..
"NEMESIO BEDIA CONSTRUCCIONES, S.L.",71335,B61806485,Servicios,MADRID,MADRID,ESPAÑA,69XZ9rFZMr8OAYRZY5-FDw..
"NEW CONSTRUCTION, S.L.",81514,B62186549,Servicios,MADRID,MADRID,ESPAÑA,jyJN_P38qKsbFbbU6yz7gg..
"NEW CONSTRUCTION, S.L.",62394,B62323951,Servicios,MADRID,MADRID,ESPAÑA,OAiXCYTJ1lA3yG5_KwdQVQ..
"AUTOS JANO, S.L.",63069,B62492046,Obras,MADRID,MADRID,ESPAÑA,-e-nxdK6o6-CwqaGQjdb1Q..
"ITMA, S.L.",65816,B62688494,Servicios,MADRID,MADRID,ESPAÑA,wtySXcBvTujp6oQezrmqjg..
"TRANSPORTES LLAMEDO, S.L.",69769,B62758602,Servicios,MADRID,MADRID,ESPAÑA,hGeOgk6yuPUL4ZQjBmO1Yw..
"OVIBUS, S.L.",58391,B62916077,Servicios,MADRID,MADRID,ESPAÑA,EuHxlrVNhqpPb4cJbvRN4Q..
"ASTILLEROS RIA DE AVILES, S.L.",71604,B63965933,Servicios,MADRID,MADRID,ESPAÑA,4eboEhtdq6m0PLRAogqmfQ..
"AUTOCARES RAFAEL, S.L.",69828,B63968267,Servicios,MADRID,MADRID,ESPAÑA,3dtMNHuvBPpTnTEpJAlSeA..
EDUCACION DEPORTIVA DEL PRINCIPADO S.L.,73646,B64584337,Obras,MADRID,MADRID,ESPAÑA,wOViF8OVp35lC9CvGZASYw..
"SERLIDER SOLUCIONES INTEGRALES DE EMPRESA, S.L.",76192,B65662009,Servicios,MADRID,MADRID,ESPAÑA,Wm0sy7ZPiCuYli39NNdaqA..
"BUSNARCEA, S.L.",75813,B70374483,Servicios,MADRID,MADRID,ESPAÑA,I8DWINoVgTrIuDP9Cnh_KA..
"P.J.R. GESTION, S.L.",77799,B70374483,Obras,MADRID,MADRID,ESPAÑA,NbGJVtT4E4-QiUwwa59RNA..
"P.J.R. GESTION, S.L.",80269,B70423165,Obras,MADRID,MADRID,ESPAÑA,iL2fooNigb23CFmGjJWwPA..
"SERVICIOS POSTALES Y TELEFONICOS, S.L.",76132,B73619215,Servicios,MADRID,MADRID,ESPAÑA,ARjoQzLFBJp0GW-8zMj6Rw..
EXCAVACIONES QUINTELA SL,23530,B78016375,Servicios,MADRID,MADRID,ESPAÑA,VHek5gXRP3SPNxgmuIWtXA..
"CONSTRUCCIONES MARTINEZ MONASTERIO, S.L.",23150,B78073830,Servicios,MADRID,MADRID,ESPAÑA,BnLOBDYsLyZX38sn3QTtXQ..
"CONSTRUCCIONES TANO DEL PINO, S.L.",22990,B78185410,Servicios,MADRID,MADRID,ESPAÑA,nOk_9bkLhwQSokIHQcn-rw..
"PUBLI ESTRATEGIA, S.L.",9317,B78185410,Obras,MADRID,MADRID,ESPAÑA,NynP5EGhrV-Lc5yv5vVQdA..
"EXCAVACIONES Y TRANSPORTES EMILIO, S.L.",47593,B78238581,Obras,MADRID,MADRID,ESPAÑA,_xdzbZGIZYeg1nglF8ci6w..
"JAIME FERNANDEZ, S.L.",78221,B78265717,Servicios,MADRID,MADRID,ESPAÑA,WZYgcGvHKddgTFx-UlRWWg..
"I.E. CABO PEÑAS, S.L.",23401,B78361482,Servicios,MADRID,MADRID,ESPAÑA,6omw8589I1Zhu-g3nIR06Q..
"I.E. CABO PEÑAS, S.L.",33690,B78368727,Servicios,MADRID,MADRID,ESPAÑA,LD-aG34HKsD2p0jPaQIexg..
"ROTRATOUR, S.L.",36113,B78395654,Servicios,MADRID,MADRID,ESPAÑA,3HfQt9zPzIzidjIbj-opTw..
"MERYBAL CONSTRUCCIONES Y CONTRATAS, S.L.",48774,B78406014,Servicios,MADRID,MADRID,ESPAÑA,z1u5E-5wlr4tMN0qt0fQrw..
"PARRONDO OBRAS Y SERVICIOS, S.L.",66648,B78482031,Servicios,MADRID,MADRID,ESPAÑA,8vb7FefdN1GUyRQY3MJGdA..
"PARRONDO OBRAS Y SERVICIOS, S.L.",79754,B78507472,Servicios,MADRID,MADRID,ESPAÑA,lMHfmX2XzI0TZT6kmaLM2Q..
"T.C.M. MONTAJES ELECTRICOS, S.L.",56230,B78545217,Servicios,MADRID,MADRID,ESPAÑA,4QYUpwu0jKUTuFPg2dRjcQ..
"COELAN ELECTRICISTAS LANGREANOS, S.L.",38824,B78601523,Servicios,MADRID,MADRID,ESPAÑA,5NskyA_B81l_gz3xWImpvg..
PELAEZ Y BERNARDO S.L.,32225,B78794443,Servicios,MADRID,MADRID,ESPAÑA,T7MSD-VdAcZPxUCjSdmROg..
"GERUSIA, S.L.",44873,B78877206,Servicios,MADRID,MADRID,ESPAÑA,jyvzVxO-l3sQY6Ppi7LY-g..
"DESARROLLO Y MANTENIMIENTO DE ELECTRONICA, S.L.",71468,B78947967,Servicios,MADRID,MADRID,ESPAÑA,-PjriOLnZvGuVJgdXKf85w..
"POLAR INGENIERIA MONTAJES Y MANTENIMIENTO, S.L.",58776,B78949799,Servicios,MADRID,MADRID,ESPAÑA,3KCRrTeJu6x69vx0gsoqJw..
"POLAR INGENIERIA MONTAJES Y MANTENIMIENTO, S.L.",77560,B78964889,Servicios,MADRID,MADRID,ESPAÑA,y9O7zjit6a0Zw6jBot4KSw..
"ASAC COMUNICACIONES, S.L.",26041,B78970506,Servicios,MADRID,MADRID,ESPAÑA,lAqE8KpqNQ6bf3QHC31Ogg..
